text
압도적인 음악과 연기를 바탕으로 정말 정말 재밌게 봤습니다!! 특히 의상이나 배경 모두 아주 섬세하게 공을 들여 연출했다는 걸 느낄 수 있어요. 더더 흥행하길 바라는 마음이 마구마구 생기는 영화입니다. 보고 나서 절대 후회 안 하실 거에요..!
런던의 어두운 이미지와 크루엘라의 색감이 너무 잘 맞아떨어지고 엠마스톤 표정연기??? 와 ??? 영화의  퍼포먼스가 너무 좋았어요
엠마스톤 연기 미쳤따 너무 잘해 너무 예뻐 너무 섹시해 ㅜ 멋있다진짜
오랜만에 영화관 갔는데 만족하고 나옴
비쥬얼 뿜뿜
진짜 최고..인생영화 꼭 보세요ㅜㅜ
"그냥 보세요,,, 너무  재밌음"
"한 번 본 영화는 다시 안 보는게 내 영화 철칙이었는데 유독 엠마 스톤이 나온 영화는 다시 보게 되는 것 같음. 라라랜드도 다시 봤고 크루엘라도 다시 봄. 우선 엠마 스톤이랑 엠마 톰슨 나왔다는 거자체가 이미 이를 갈았다는 거, 그리고 중간에 빨간 옷에 불 붙는 장면과 분수대 공연이 ㄹㅇ 내 기준 레전드였음"
"12세 관람용 디즈니의 한계, 어중간한 광기, 더욱 빌런답게 만들었더라면..."
음악.  화려한영상 .  줄거리    다 좋았음  멋짐폭발녀 크루엘라~~    감동도 있고 다시 보고싶은영화임
색감이 너무 좋고 디자인 하나하나가 멋졌습니다
첨엔 기대안하고 봤는데 너무 재밌구요 역시 디즈니 크루엘라의 맞게 다즈니 특유에 오프닝도 흑백으로 어둡게 바꼈더라구요 너무 흥미진진 하고 재밌었습니다 강추!!
이건 뭐 또 봐야지! 어쩔 수 있나
믿고보는거지 고민할필요가있나..
내이상형 크루엘라….
웅웅웅1웅웅 헤헤헤1헤헤1헤헤
인생 영화 안에 들 것 같은 느낌 최고
믿고 보는 배우 그리고 디즈니
"음악과 패션의 화려함, 엠마들의 연기력까지. 모든 관객들의 눈을 사로잡기에 충분했던 영화."
""
""
감동은 없지만 재미는 보장한다.크루엘라 > 할리퀸
"조금 루즈한 느낌이 있었지만, 재밌어요"
디즈니… 사랑합니다 진짜 이번 영화는 내 인생영화가 되버렸어요!! 배우분들 연기도 좋고 노래선곡도 너무 좋고 옷보는 재미도있고 원작에선 달마시안이 주인공이라면 이번 영화는 크루엘라에 어린시절부터 다루는 스토리라 더 몰입되고 반전스토리까지!!엠마스톤이 다해먹는 영화  이 영화 볼까말까 고민하신다면 당장 예매하세요!!!! 역시 믿고보는 디즈니
패악질에 카타르시스를 느낌
존잼!!영화시간이 긴데 안 지루함
집에 도착해서도 뇌리엔 강렬하고 시크한 크루엘라 잔상이 또렷이 남아 있군요 . 딸에게도 친구들이랑 꼬~옥 보라고 강추했습죠. 오늘 맥주 한 잔 하면서~~ 크루엘라 ㅋ
조커도참 인상깊은캐릭터라고 생각했는데 크루엘라도 참매력적인 캐릭터였습니다^^
"101마리 강아지를 모르고 봐도, 너무너무 피곤할 때 봐도 재미있고 집중되는 탄탄한 스토리 입니더."
친엄마가 자기를 죽이려한 살인마라니 충격이다
악마는 프라다를 입는다 이후로 재밌는 패션영화
엠마스톤 최고!!!!
""
엠마..모녀 짱!!cg는 불만족스럼;;
개꿀잼 인생에서 꼭 한번 봐야함
존나 걍 레전드ㅜㅜㅜ너무 재밌어요! 진짜 꼭 보세요
재밌었다 재미를 찾아보았는데 이게 맞았음!
진짜 재밌음 안보면 후회뿐
일단 주연배우부터 강아지들까지 연기가 전부 뛰어남. 패션알못인데도 의상이 다 하나같이 매력적이어서 눈호강했어요
눈이 즐거운 영화.... 나오는 남자배우가 좀 더 잘생겼으면 어땠을까... 멋지지 못한 남자배우 때문에0.5점 깎음. 9점은 엠마가 함
처음부터 끝까지 멋있는 영화 크루엘라를 존경하게되는 영화
재밌어요 엠마스톤 연기짱
오랜만에 본 영화였는데정말 흥미있게 영화를 보았습니다.패션에 대한 색감 독특성 그 안에 흐르는 이야기너무나 만족하고 기분이 좋은 영화였습니다.어렵고 힘든 시기 자기의 이야기가 있는 주인공처럼 자기의 이야기를 쓰고 싶네요.
진짜 최고 간만에 본 너무 재미있는 영화
""
""
엠마스톤 너무 예뻐서 반하고 오는 영화..스토리도 재밌고 영상미도 예쁘고 기대한 만큼 재밌게 잘 봤습니다!
눈과 귀가 즐거운 영화였습니다
크루엘라 등장 씬마다 화려함과 분위기에 압도되는 기분
음...일단 엠마스톤의 비주얼은 최고였고이런 연기를 할 수 있다는것에 놀랐다
"크루엘라는 빌런이기 앞서 예술가에 가까워 보입니다. 에스텔라와 크루엘라를 넘나드는 엠마 스톤의 연기가 인상 깊었으며, 엠마 톰슨의 자아도취 연기 또한 엄청났습니다. 추천해요."
영상이나 등장인물 의상이 화려하고 예뻐서 보는 재미가 있었고 디즈니 아니랄까봐 배경음악도 영상이랑 아주 잘어울렸다!
아 이거 대박 재밋어요 보면서 소름돋음 다들 연기 너무 잘하셔 대박이쁘고 진짜 싸이코 같고....ㅜㅜ
"연기는 당연히 잘하고 스토리도 좋고 무엇보다 눈이 즐거웠던 영화,, 너무 예뻤고 의상도 장난 없었다"
너무 지루하고 재미없음... 옷 만들고 패션쇼하는거 많이 나올줄 알았는데 그냥 크루엘라 일댜기
디즈니 다우면서도 역시 재미를 놓치지않은..!
4회차 찍고옴 엠마들 연기랑 헤어 메이크업 코디 오에스티 모든게 완벽함
누구나가 인정할만한 재밌는 작품이다
러닝 타임이 너무 긺... 그냥 엠마들 보고 옴개연성은 없어서 스토리 자연스럽게 흘러가는 거 좋아하시면싫어하실 수 있음
크루엘라진짜... 옷도 너무 예쁘고 엠마스톤 얼굴도 예쁘고 보면서 눈이 즐거웠으
뒷 이야기가 궁금해지진 않았지만 배우의 매력이 매우 높았다
""
너무 재미있게 감상했습니다.
""
역할이 배우들과 찰떡! 크루엘라의 인생에 들어갔다 온 느낌:) 영상들이 멋있고 화려하고 애니메이션에서 나왔던 요소들도 중간중간 톡톡 나오는데 너무 좋았음:))
너무너무 재밋었어요 ㅠㅠㅠ
할리우드가 드디어 출생의 비밀 맛을 알았구만
간만에 존잼 집중해서 봤음.빨리 2 나왔으면
무난하고 재밌었음! 중간에 좀 지루함
연기 연출 미쳤음 엠마 언니들 사랑해요 또 보러 갈게요
평점알바가 많은 건지는 몰겠는데..이렇게까지 평점이 높을 영화인가 싶음. 배우들 연기력은 좋은데 스토리는 꽝임..개인적으로 엄청 루즈한 영화였음
너무좋아 진짜..500번보는거 쌉가능
진짜 최근 1년간 본 영화중 제일 재밌었음갠적으론 앤드게임보다 재밌게본듯
주인공과 악역이 나쁘게 매력적.나쁜 년이 나쁜 년 잡는 방법
공돌이 눈에 예술로 눈물이 나게한 영화.하나부터 열까지 흠잡을게 없었다.보는 내내 눈호강
진짜 엠마들이 다 해먹은 영화 특히 엠마스톤 호수에서 한 독백연기는 진짜.. 압도 당했음
"디즈니 특유의 쫀쫀함이 다 들어가있다.연출, 영상미, 스토리라인, 연기, ost 어느 것 하나 빠짐 없이 즐길 수 있다."
동화와 다른 스토리도 매력적인 배우들도 좋았음
보는 내내 즐거웠습니다
내 취향은 아닌 영화. 나쁘지는 않지만 그렇다고 평점 9점대는 아닌것 같다.
영화 보기 전에 크루엘라라는 빌런이 엠마 스톤에게 어울릴까라는 생각을 했지만 그런 생각을 할 필요가 없게 만든 연기
영상미와 음악이 진짜 화려하고 멋졌어요. 101마리 달마시안 애니메이션 안봤는데 그래도 문제 없이 재밌게 봤습니다.
"역시 디즈니는 우리를 실망 안시킴!! 내용 탄탄, 연출 미쳤고, 엠마스톤 연기는 최고였음!!"
인성 파탄나도 너무 매력적인 크루엘라 ㅎ 아마 올해 최고의 영화 ! 또 볼 의향도 있음
엠마스톤만보인다 조금지루한감이 있다
"엠마스톤 혼자 열일한 영화 아 맞다 의상팀도 열일 그외는 진짜 못봐줄 수준 스토리,스토리,스토리 후반 급반전 스토리는 굳이 이걸 넣었어야 했나?? 생각이 듬 cg도 형편없음 그냥 킬링타임이라고 보면 좋은데 2시간 넘어가고 중간중간 지루해서 킬링타임은 또 아닌거같음 엠마스톤의 패션쇼를 볼려면 추천"
""
화려한 패션과 남작 부인의 카리스마 악당인데 멋져 크루엘라 불쌍한 어린시절인데 왜 아무 느낌이 없지
좋은 영화였습니다. 두 분의 엠마는 역시 최고!!
연출이 돋보였다 강아지도 그렇고근데 뭔가 스토리가 좀 아쉽다숨가쁘게 진행되다가 한시간반쯤 넘어가니까 갑자기 좀 루즈해짐
연출 연기 스토리 영상미 OST 감상포인트 전부 다 추천 눌러야함..WOW!탄탄한 스토리 완벽한 연기 눈호강 하는 연출 및 영상미 너무 잘어울리는 OST까지.. 꼭보셈d^^b
""
진짜 너무 재밌고 신선해요 이런 영화 처음 보는 것 같음 다른 영화들이랑은 다른 감동이라고 해야되나ㅠㅠ 영상미가 화려해서 눈도 너무 즐거웠고 좋았어요 달마시안 그거 안 봤는데 이해 다 됐구요 역시 믿고보는 디즈니ㅜㅜ
하 진짜 ㅠ 오랜만에 영화다운 영화 봤습니다 ㅠㅠㅠ 2번 봤는데 한번 더 보러 갑니다 ㅠㅠ 제발 극장에서 보세요 ㅠㅠ
매력적인 악당영화는 항상 재밌다
디즈니의 마블화인생영화등극
나름 재밌게 봤네요 잘짜여진 각본에 얹어진 언기력
어우 정말 재밌어요 다시보고싶을정도
재밌네요 연기잘해요 배우들.. 너무재밌게 봤습니다 ㅎㅎ 여주 첨보는데 매력쩔!!
엠마스톤 연기가 미쳤다
진짜 1분1초도 지루하지 않다 대박
"눈과 귀를 사로잡는 감각적이고, 힙하고, 세련된 영화"
엠마스톤 ㅎㄷㄷ 영화도 볼만함~
"악마는 프라다를 입는다의 데빌버전 느낌이에요! 화려한 영상미에 졸릴 틈이 없고, 걸크러쉬 배우들의 열연도 좋았어요 ㅎㅎ 보는 내내 즐겁고 끝나면 시원해지는 영화였어요! 간만에 본 영화인데 추천입니다 ㅎㅎ"
오랜만에  감성충만한  영화봔네요  엠마스톤  연기와   음악들 너무  좋았음~또  볼꺼에요
시간이 지루하지 않았고 의상 구경 하는 재미도 쏠쏠 했다 돈이 아깝지 않은 영화이다
제 꿈이 패션디자이너인데 정말 감명 깊게 봤어요 ㅜㅠ 완전 최고!! 원작 초월입니다
엠마스톤의 완벽한 변신
이정도면 웰메이드작연기들도 캐릭터 잘 살려서 맛깔나게 봐쎼요
"최고~~^^ ,영화임  최근에"
음악도 스토리도 완전인정.. 또 보고싶네요!!
기대이상에 그 이상이라 디즈니 주식 사고싶어짐
안보묜 평생 이불킥!!!!
보는 재미가 있어요! 연기도 잘하고
30평생 살면서 영화보다가 중간에 나가고싶었던 유일한 영화. 영상미 제외하고 스토리에 개연성이 단 하나도 없음.. 화보집 보러가는게 아니라면 비추
엠마...죠타 영화도 죠타
크루엘라 눈빛 굳! N차 예약
오늘 보고 왔어요~^^ 2시간이 어떻게 갔는지 모를만큼 너무 재밌었고요  사실 첨에 기대 안하고 보고 있어서  점점 시간이 갈수록 뒤가 궁금해지고 연기도 너무 멋지고 특히 나오는 음악은 정말 가슴이 두근 두근 해지더라구요~~~ 같이 보던 남편도 너무 재밌었다고  감동이 있는 영화라고 합니다~^^
옷 보는 재미 굿! 연기도 굿!
기대안하고 봤는데 너무 재미 있었어요평점이 높은 이유를 알겠네요엠마님들의 연기 최고입니다
너무 재밌어요 연기 최고
재미있어요!! 믿고 보는 디즈니
"의상, 소품, 배경. OST 모두 멋짐. 무엇보다 맘에 드는 부분은 인상적인 배우들의 연기. 특히 쌍 엠마. 별거 아닌 스토리인 듯 하지만 연기가 ㅎㄷㄷ함. 2시간이 넘는 시간이 전혀 지루하지 않음. 추천 팡팡. 최소 평점 8점이상은 됨."
엠마스톤 연기 도랏
""
""
너무 잼있어요!!!~~
정말 오랜만에 처음부터 끝까지 지루한 장면 하나 없이 몰입해서 본 영화! 연기들은 말할것도 없고 ost가 왜이렇게 간지나요..내적댄스 불러일으키는 영화입니당 흥 참느라 혼났네요..빌런들이 참 이렇게나 매력있구나를 느낀 영화였네요
"배우들 연기, 목소리 톤, 그 어느것 하나 빠지는게 없다. 재밌고, 화려하다. 또 보고 싶다."
엠마 스톤 연기가 다 먹은 영화
노잼입니다...도망가고싶어요
재밌게 볼수있는 영화다
엠마들이 다 해먹는 영화임 ㄹㅇ
걍 개쩜
멋있네...
""
너무 재미있었어요 !!
ㄹㅇ디즈니의 야심찬 막장영화
이렇게 재밌어도 되는건가..? 등장인물이 디자이너라서 영화보는 내내 눈이 즐거웠어요! 연출도 넘 좋았어요~! 그리고 엠마스톤 짱 멋지게 나옴!
재미는 없다 재미없다 지루함
기대 안하고 봤는데용 인생영화에요!!진짜 재미있어요 저한번만 믿고봐보세용!! 진짜 재미있어요!
엠마와 엠마의 연기호흡이 너무 좋았다
호우 당분간 크루엘라에 빠져 살 듯
재밌다
""
오랜만에 좋은 영화와 마주해서 기분이 좋았습니다
매력적인 악당 크루엘라
연기력 대박! 소소한 재미로 보았네요 ㅎㅎ 추천
패션이 볼만하고 일단 디즈니답게 화려함. 눈이 즐거움. 크루엘라를 독창적이게 재해석한듯. 101마리 달마시안은 생각이 안남. 연기자들이 캐릭터를 너무 잘 소화한듯. 통쾌한 복수극이었음.
연출 영상미 연기 삼박자가 너무 멋졌음 캐릭터들도 다 매력있었고
이것도 영화라고..한달간 백만도 안본 영화..알바들이 조작질 하는 영화..
"101마리 강아지 어렸을때 봤던 기억이 있는데,가볍게 보기 정말 좋았네요. 엠마스톤 연기가 살린것 같아요 꿀잼!"
ㄴㅓ무 재밋어요 진짜 영화관에서 안보면 후회할뻔 ㅠㅠ 연기 연출 음악 다 최고
"한국식 출생의비밀+악마는프라다를입는다 , 배우들이 예쁘고 잘하는건 별개로 치자."
재밌습니다!! 친구랑 같이 보러 갔는데 대성공 ㅎㅎ
난 그저 그렇던데 나만 그런가..
눈과 귀가 즐겁다 배우들 연기도 지림 특히 엠마 스톤
재밌었어요. 101마리 달마시안 몰라도 이해 가능하고 캐릭터를 매력적으로 재해석함.
엠마스톤 진짜 최고다…와…미쳤다…크루엘라 그 자체…!
진짜 재미짐 신선하고 이런 스토리 디즈니를 다시보게됨
12금의 기적 자극적인 것 없이 자극적임
미쳤다...두번볼꺼야....기대안하고갔다가 진짜 존잼...연기졸잘하는 둘사이에서 등터지는줄또보고싶당ㅜㅜ
"귀여운 달마시안을 기대하고 갔다가 사나운 달마시안을 보고 왔으나, 2를 기대하게 하는 작품. 내가 알고있던 101마리 달마시안의 내막을 알게 해준 작품. 무엇보다 엠마스톤 연기가 미쳤음. 나에게 이젠 엠마왓슨보다 엠마스톤이 위임..."
영국 런던거리와 런던 관광지도 볼 수 있고 영상미가 괜찮았어요 배우들 연기도 최고 내용도 최고 그리고 ost도 가끔 아는 노래가 나와서 반가웠어요
좋아용좋아용좋아용좋아용좋아용좋아용ㅍ
엠마스톤 눈빛연기 잊을수 없어요. 재밌어요!
진짜 재밌어서 또 볼 예정 ...!보는 내내 소름끼치다 왔음
엄마랑봤는데 남친하고도 한번더 보고싶은영화. 평점다섯개 충분하다고생각되는영화. 악마는프라다를입는다 처럼 보는재미 너무 설렘가득했어요 :) 개인의취향이겠지만 패션에 영 흥미없는분들은 지루할수도있겠네요^ ^!
"후반을 흔한 클리셰로 마무리 되었지만, 크루엘라의 참지 않는 행동이 너무 마음에 들었다. 사람의 급을 나눠 사는 이들에게 크게 한방 먹여주는 크루엘라를 보고 대리 만족이 될 수 있는 영화였다."
캐릭터도 투머치. OST도 투머치.
크루엘라 디즈니에서 돈 들인거 느껴지고 재밌고 멋있고 다 하는게 좋았다패션 1도 몰라도 내가 마치 디자이너 된 기분
진짜 재밌어요 카타르시스임
진짜 너무 재미있어요! 꼭 보세요!! 강추
올해 본 최고의 영화 ㅎㅎ 색감이 다채로운 영화
올해 할로윈부턴 크루엘라가 보일듯
Cruel+la = 무자비녀? 평점 낚시에 빠져 본 초~중딩용 영화. 과평점 마케팅된 타임 킬링용으로 그냥 나쁘지 않다 정도. 코로나 때문인지 ㅁㄱㅂㅅ서 혼자 봤음. 처음 달마시안들도 같이 추락하지 않은거와 신분 정보가 필요 했을텐데 어떻게 크루엘라에게 재산 양도가 가능 했는지?
진짜 기대 이상으로 재미있음 ㅠㅜ 엠마스톤 캐릭터 너무 짤떡 .. 너무 이쁘고 잘 어울림 꼭 보세요 진짜 후회 안 함 .. !!
존잼.너무 재미있어요
"내용은 뭐 말할 것도 없이 너무 좋았어요그리고 외국인들의 개성적 모습에 너무 반했네요. 엠마톰슨, 엠마스톤 등 자기의 개성에 맞게 꾸미니까 엄청나게 아름다워보였어요.미남, 미녀하면 어딜가나 똑같이 생긴 획일화된 한국보다는 확실히 외국이 개성이 넘치네요"
디즈니 영화답게 장면장면과 화면 연출이 아름답고 심미적이었다이렇게 주목받지 않던 캐릭터의 배경이야기를 그려내는 것이 정말 맘에 듬
정말 연출 영상 감각 모든게 탁월한  대작이에요
생각보다 지루함 후반부로 갈수록 잠이와서 혼났음
내용은 좀 아쉬웠고 연기와 영상은 좋았어요!
파격적이여서 계속 놀라면서 봤어요
BGM이 진짜 좋긴했음 근데 지루함 ..
101 달마시안의 원작 스토리를 아는 사람과 101 달마시안 영화를 본 사람이라면 정말 좋아할 영화입니다. 디즈니가 이걸 또 이렇게 잘 해냈다는 생각이 드는 영화였습니다.
너무기대하고보면 실망이요ㅎㅎ
진짜 재밌음 후기 첨써봐요
엠마스톤 너무 아름답다.
재밋었지만 너무 내용 뻔해용 ㅠㅜ
조커 순한맛+악마는 프라다를 입는다
너어무 재밌었습니다 오랜만에 영화다운 영화 본것같네요
너뮤 섹시하다 크루엘라
"하나를 더할거야 . ""분노"""
디즈니의 할리퀸 대항마
와 진짜 개스팅 ㄹㅇ 다 잘한듯
진짜 오랜만에 멋진 영화를 봤네요 모든게 완벽..
엠마 스톤의 변신 말고는 볼 거 없는 그냥 그저 그런 스토리에 지루한 전개....
이번 년도 본 것 중에 제일 기억에 남음 내 이름 석자를 걸고 하 ㅠㅠ 꼭 보세여
연기천재 엠마박진감있는 전개재미있어요
""
엠마스톤 연기 미쳐버렷네올만에 제대로된 영화
뒤로갈수록 산으로간다
정말 재밌어요!! 역시 디즈니
시간 가는 줄 모르고 재밌게 봤습니다.배우들의 연기가 특히 돋보이는 영화
""
그냥 그랬습니다. 재밌긴 했는데 제 스타일은 아니었어요.
너무 재밌었고 감동적이에요ㅕ
최근에 본 영화중 감동과 재미를 주었습니다기대안했는데  재밌어요 영화에 나오는 옷들이 너무 아름다웠습니다
2021 최고의 영화 ---!
추천합니다 잘 만들었어요
중2병 세게 온 듯한...계속 내용이 반복적임 ㅠㅠ지루하고 진부함..
와 !!!!엠마스톤  찐 팬됨♡♡인생영화
익숙하고 뻔한 스토리 설정 전개 이지만!두 주연 배우들의 연기와 의상 음악 배경들이 우리의 눈과 귀를 충분히 즐겁게 해준다^^.
"영화배경,의상,연기 모두 다 완벽했어요ㅎㅎ"
영상 한컷 한컷 눈에 담아가고 싶을정도로 화려하고 쿠키영상보고 소름이 돋았다. 원작 영화를 봤다면 더 재밌는 포인트가 많은 영화ㅠ
"재밌습니다 아는 노래들이 많이 나와서 더 즐거운 시간이였어요 뮤지컬 본 것 같기도하고 화려한 영상들과 훌룽한 연기,  쉴새없이 나오는 음악들까지 풍성한 영화였습니다"
개짱이에요!!! 후회안한다 꼭 보셈
"초반엔 긴장감이 흐르고 빠르게 전개가 이어지다가, 본격적인 스토리가 들어갈 때 조금 지루한 느낌..? 전개상 어쩔 수 없지만은 괜히 아쉽다. 전체적으로는 빌런과 빌런의 싸움.. 크루엘라의 완승이었다. 또한 유전적인 영향보단 환경적인 게 더 크다는 것도 알 수 있었다. 그리고 디즈니 영화치곤 나름의 반전 요소를 준 것 같아서 좋았다. 극 후반부에 크루엘라가 작정하고 남작부인을 찌를 것만 같던 장면에서, 옆 자리에 앉으신 여성 분은 손으로 눈을 가린 채 지켜봤으니 그 정도면 잘 속였다는 생각이 든다. 무엇보다도 몰입하게 만드는 두 여성 캐릭터의 연기력에 놀랐으며, 중간중간에 재스퍼와 호레이스의 티키타카는 계속 피식하게 만들어서 좋았다. 왜 장르가 코미디인줄을 느꼈던 대목이다. 끝으로, 101마리의 달마시안을 잘 모르지만은 거기서 나오는 악역을 주인공으로 재설정하고 60년대의 패션이라는 아이템으로 재구성한 작가는 대단하다고 느끼며 잘 살렸다고 생각이 든다."
"크루엘라 재해석, 이런 영화 좋아요. 재밌게 봤습니다"
모든 요소가 완벽한 영화
엠마스톤 연기 감탄하다보면 두시간 호로록 엠마언니의 인생캐다..
오랜만에 본 영화 잘봤어요
별 생각없이 봤는데 재밌네요.
앞의 절반은 볼만함뒤의 절반은 뭐하는지 모르겠음. 왜 저러는지도 모르겠음.
아니 진짜 이거 안본분들 왜 안봐요?
재미있게 잘봤어요 ㅋㅋ
"주변에서 하도재밌다고해서 기대하고갔다가 졸음참느라고 혼났다..디즈니라서 심오한 내용을 기대하면 안됐는데..너무 쓸데없는 기대를했다..내용은 애들만화고, 엠마스톤이 분장하면 얼마나 이쁜지를 보는영화임.. 솔직히 돈아까웟음.지루한건 아니였는데, 딱히 스펙타클한 내용은아니였다. 반전이 있어서 좋았지만 약했음."
스토리 사운드 연출  의리 굿소름
연출이 잘 돼 있고 연기력이 미침
CG처리가 너무 아쉬웠지만 나머지는 전부 만족스러워요.
몰입도 엄청 좋음. 환상동화 느낌 좋아하면 추천. 볼거리 많음.
진짜 꼭봐야돼요 디즈니 상상력 감탄합니다
재밌지만 런닝타임이 좀 길어서 약감 지루함 60~70년대 음악이 OST로 계속 나와서 너무 좋았음 두 엠마 연기는 말할필요 없음 끝에 반전있음
진짜 너무 재밌게 봤어요
올해 본 영화 중 가장 재미있고 통쾌하고 잘만든 영화. 팜므파탈 엠마스톤
엠마스톤 연기 넘 잘하고 연출이 다한영화
연기 굿스토리 재밌음
악마는 프라다를 입는다랑 비슷하면서 디즈니의 색은 확실히 살아있는 이유있는 악녀 크루엘라
재밌다 잘만든 오락영화! 엔딩 크래딧이 나오는데 크루엘라2가 바로 보고싶어졌다
나쁘지않은영화지만 지루했음
"패션이 정말 볼 만하고 ost에 빠진다 ㅋㅋ눈과 귀가 진심 즐거웠음, 연기력 또한 최고 ㅋ진짜 잼있게 봤다 ㅋㅋㅋ"
꿀잼입니다.... 같이 본 친구들 모두 한 번 더 보고싶다고 말함
진짜진짜진짜 이쁘다... 엠마 스톤이기에 가능한 패션들
""
호오오올리 쉬에에에엣트
서론이 너무 긴거 아닌가 생각했지만 2시간 영상이란걸 잊고 있었다..중반부부터 정말 눈을 뗄 수 없을만큼 풀려가는 스토리를 보면서 희열을 느꼈다쿠키영상은 꼭 보지 않아도 될 정도였다라라랜드의 엠마스톤은 기억에서 없어질 정도의 연기력!모든게 완벽했던 영화 내 첫 평점을 크루엘라에 남긴다.
너무재밌었당
대박이에요대박이에요
눈과 귀가 아주 황홀했다
기대 없이 봤는데  올해 여우주연상!
어릴적의 기억. 다시 새롭게 태어나 반가웠다.
"악녀판 위대한 게츠비연출, 연기, OST 삼합이 극장에서 즐기기에 최고의 수준"
막장스토리이긴한데 이리 재미있다니...엠마들 두분도 넘 연기좋고 조력자인 조연배우 3인방 연기도 넘좋습니다!
"눈이 굉장히 즐겁고, 라라랜드에서 봤던 엠마스톤이 맞나 싶을 정도로 다르다"
역시 믿고보는 엠마스톤이네요~!과장스러울 수 있는 설정을 연기로 잘 녹여냈습니다.스토리도 지루하지 않고 너무 잘봤내요~!!
"본인 3대 영화중 하나. 근 3주동안 분노의 질주,컨져링,크루엘라 봤는데이게 최고다. 고민하는 사람들은 크루엘라만 보시길 추천한다.스토리 배우 BGM 뭐 빠지는게 없는영화. “월터의 상상은 현실이 된다” “패신져스”“크루엘라”가 내 인생 3대 명화 이건 꼭 봐야 한다."
말이 필요없고 꼭 보세요 꼭.. 영화 끝나고 기다리세요 짧게 영화 나와요!! 꼭 보세요ㅠ
요 몇년간 제일 재밌게본 영화
너..무...재...미...따..
솔직히 이정도로 재미있을 줄 몰랐습니다. 진짜 하나하나 소름이 돋을정도로 나오는 것도 많았고요! 매우 재미있었어요!
볼거리도 넘많고 스토리는 물론 연기력 연출력까지 오짐 코시국이지만 꼭봐야함... ㅠ
앰마 연기도 잘하고 색감도 아른다운 영화네요
최고 올해 본 영화 중 최고입니다
"역시 디즈니라 이건가...다만 한가지 아쉬웠던점은 CG였음. 낙하산 착지 때 바다에 안착하는 CG나, 테라스 씬, 그리고 무엇보다 주역이던 달마시안 CG가 상당히 티가 나서 놀랐음. 겨울왕국에서는 캐릭터 솜털까지 살리던 디즈니가 이런 실수를 하다니... 실사와 그래픽의 블랜딩이 어려워서일지도 모르겠지만 조금 아쉬움."
평점 보고 기대를 너무 많이 하고 간 탓도 있음. 영화가 말은 하나도 안되는데 볼만한? 영상미(패션미)가 있고 또 감각적인 음악들을 많이 넣어서 압도하는 영화. 스토리는 전형적인 감싸주고 포장하고를 넘어 사실은 악당이 아니었다 스토리. 그런데 엠마 스톤 이쁘지만 못된 연기 할 때도 착한 게 너무 느껴진달까. 어리버리 연기는 잘 하는데 못된 연기엔 몰입이 잘 안 됐고 못된 모드(mode)에 대한 개연성도 부족하다고 느낌.
별 두개 정도 주고싶은데 평균을 맞추기위해 반개드립니다.
